index,class,tweet,clean_tweet
18756,1,RT @_ThatsIt: When a bitch tell me I'm ugly &#128514;&#128514;&#128514;&#128514; http://t.co/o9EkMrw5WK,rt thatsit when a bitch tell me i m ugly 128514 128514 128514 128514
18757,1,RT @_TheBank: Bacon over bitches,rt thebank bacon over bitches
18758,1,RT @_TheCrownedHead: man I'm strolling and all I see is y'all hoes that suck dick talking about her like man don't stunt on her bru .,rt thecrownedhead man i m strolling and all i see is y all hoes that suck dick talking about her like man don t stunt on her bru
18760,1,RT @_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard,rt tommycollins yeah texans are so much better you fucking retard
18761,1,RT @_TommyGunn_: Some of you cunts owe me money.,rt tommygunn some of you cunts owe me money
18762,1,RT @_TootieDee: Ion want the pussy if it come wit hairs,rt tootiedee ion want the pussy if it come wit hairs
18763,1,"RT @_TrackStar15: I hate ""I'm my own WCW"" ass bitches &#58382;",rt trackstar15 i hate i m my own wcw ass bitches 58382
18764,1,"RT @_TraeMartinez: @ATRLfan @ChocolVte_ @baesuschrist @VikkiNoSecrets bitch you ugly as fuck, are you a fuck tranny ? Get Alligator face as&#8230;",rt traemartinez bitch you ugly as fuck are you a fuck tranny get alligator face as 8230
18765,1,RT @_TrillKVLE: @Visually_Gifted I'll find you a ride. But it's no pussy shit and that was some pussy shit &#128548;&#128514;,rt trillkvle gifted i ll find you a ride but it s no pussy shit and that was some pussy shit 128548 128514
18766,1,RT @_TyMoore: For all those watching that so raven. Look at this negro now lol&#128514;&#128514;&#128553;&#128553; http://t.co/nEcAKyTdI1,rt tymoore for all those watching that so raven look at this negro now lol 128514 128514 128553 128553
18767,2,RT @_VibeWithMe_: doing someone wrong for the sole reason that they did you wrong will only bring more negative karma &amp; energy into your li&#8230;,rt vibewithme doing someone wrong for the sole reason that they did you wrong will only bring more negative karma amp energy into your li 8230
18768,1,"RT @_ViciousMoe: i have absolutely no ""hoes""",rt viciousmoe i have absolutely no hoes
18769,0,"RT @_VodkaThoughts_: ""Light beer? You mean faggot piss?"" -Overly Powered Man",rt vodkathoughts light beer you mean faggot piss overly powered man
18770,1,RT @_VodkaThoughts_: shego was the baddest bitch of my childhood&#128293; http://t.co/fiigh50DEj,rt vodkathoughts shego was the baddest bitch of my childhood 128293
18771,2,RT @_WORDtotheWISE: I love when the birds are chirping in the morning #patsgonnasubtweet,rt wordtothewise i love when the birds are chirping in the morning patsgonnasubtweet
18772,1,RT @_WhitePonyJr_: @Eric_Mariners @JC_1221 peace out then faggot http://t.co/qSGyCVcvaP,rt whiteponyjr mariners 1221 peace out then faggot
18773,1,RT @_Withluv_Kira: &#8220;@ChiChi_knows: What's yall favorite chappelle show skit?&#8221; Is wayne Brady gonna have to choke a bitch? &#128514;,rt withluv kira 8220 knows what s yall favorite chappelle show skit 8221 is wayne brady gonna have to choke a bitch 128514
18774,1,"RT @_YourHoesStink: &#8220;@PizzaBeforeHoes: I hate a ""I'm my own WCW &#128129;"" ass bitch &#128514;&#8221;",rt yourhoesstink 8220 i hate a i m my own wcw 128129 ass bitch 128514 8221
18775,1,RT @__BrighterDays: I don't be worrying about these messy hood ass hoes but they worrying about me though. Why? &#128583;,rt brighterdays i don t be worrying about these messy hood ass hoes but they worrying about me though why 128583
18776,1,RT @__BrighterDays: I don't understand I don't even fuck with these bitches but I'm so relevant to them though &#128564;,rt brighterdays i don t understand i don t even fuck with these bitches but i m so relevant to them though 128564
18777,1,RT @__BrionnaNicole: Never realize the precious time you bitch niggas is wasting &#128070;,rt brionnanicole never realize the precious time you bitch niggas is wasting 128070
18778,1,RT @__CocaineCowboy: Freaky ass ready ass hoes,rt cocainecowboy freaky ass ready ass hoes
18779,1,"RT @__DatTootieGurl: ""@1stBlocJeremiah: These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;.""",rt dattootiegurl these hoes got more bodies than a cemetery 128056 9749 65039
18780,1,RT @__DayAnnaa: Bobby bitch bobby bitch &#128293;&#128293;&#128520;,rt dayannaa bobby bitch bobby bitch 128293 128293 128520
18781,2,"RT @__E_T___: Brown colored eyes are really blue, under a layer of melanin.",rt e t brown colored eyes are really blue under a layer of melanin
18782,1,RT @__Harveyyy: People getting called all types of bitches over music lol you know how ridiculous that is?,rt harveyyy people getting called all types of bitches over music lol you know how ridiculous that is
18783,1,RT @__HerEyezLow: U gotta be a pathetic bitch to ride by another females house looking for a nigga that ain't yours smh,rt hereyezlow u gotta be a pathetic bitch to ride by another females house looking for a nigga that ain t yours smh
18784,1,RT @__HoldMyHEART: I don't understand how bitches find the time to worry about what another bitch is doing,rt holdmyheart i don t understand how bitches find the time to worry about what another bitch is doing
18785,1,RT @__Independentt: Why do these hoes think it's cute to take pictures kissing eachother ? #gaggggg,rt independentt why do these hoes think it s cute to take pictures kissing eachother gaggggg
18786,0,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1,rt j r smh nigga is mildly retarded rt lmfao rt if griff wasn 8217 t injuries we 8217 d legit be 6 1
18787,1,RT @__Junebugg: @VoiceOfDStreetz hell yea save money like a hoe,rt junebugg hell yea save money like a hoe
18788,1,RT @__Junebugg: That hoe is live though,rt junebugg that hoe is live though
18789,1,RT @__LilBrisko: I don't care about none of these bitches,rt lilbrisko i don t care about none of these bitches
18790,1,RT @__LilNiNo: R.I.P &#128128; to the hoes&#128131; dying for attention.,rt lilnino r i p 128128 to the hoes 128131 dying for attention
18791,1,"RT @__Lonz: Once a hoe , always a hoe &#128076;",rt lonz once a hoe always a hoe 128076
18792,1,"RT @__PrettyBlaack: If a bitch think I'm worried about her , that bitch overthinking &#128557;&#128514;&#128581;&#128129;&#128582;&#8252;&#65039;",rt prettyblaack if a bitch think i m worried about her that bitch overthinking 128557 128514 128581 128129 128582 8252 65039
18793,1,RT @__PrettyTea: 30 bottles ! 30 bitches !,rt prettytea 30 bottles 30 bitches
18794,1,"RT @__SoulFlower: ""I'm against feminism I think men and women should be equal"" a bitch that don't know shit about feminism",rt soulflower i m against feminism i think men and women should be equal a bitch that don t know shit about feminism
18795,1,RT @__Stackzz: &#8220;@VoiceOfDStreetz: &#8220;@__Stackzz: @VoiceOfDStreetz lol for what?&#8221; Lol you dissing us&#8221;&#128514;&#128514;&#128514; shut up bitch,rt stackzz 8220 8220 stackzz lol for what 8221 lol you dissing us 8221 128514 128514 128514 shut up bitch
18796,1,RT @__Stackzz: Pick 6 hoe lets gooo,rt stackzz pick 6 hoe lets gooo
18797,1,"RT @__VIIXXIV &#128514;

Me: Baby I cooked
Bae: What's for dinner?
Me: That bitch you been texting http://t.co/GwT19xIXUz",rt viixxiv 128514 me baby i cooked bae what s for dinner me that bitch you been texting
18798,1,"RT @__YouWEAKTho: ain't no ""WE"" in this bitch .",rt youweaktho ain t no we in this bitch
18799,1,"RT @___Jazsy: If a bitch tweeting about a nigga and he saying he don't mess with her , He's lying&#128533; That bitch ain't tweeting for nothing &#128527;",rt jazsy if a bitch tweeting about a nigga and he saying he don t mess with her he s lying 128533 that bitch ain t tweeting for nothing 128527
18800,2,RT @___Legacy: Need some ice cream and Oreos &#128525;,rt legacy need some ice cream and oreos 128525
18801,1,RT @___MICHIGANMADE: Only the basic bitches put on for Twitter ..,rt michiganmade only the basic bitches put on for twitter
18802,1,RT @___Nisha: I hate when boys keep chasing a bitch that treat them like they any nigga &#128529;,rt nisha i hate when boys keep chasing a bitch that treat them like they any nigga 128529
18803,1,RT @___Royals: When niggas try to act hard but really be bitch made &#128514;,rt royals when niggas try to act hard but really be bitch made 128514
18804,1,"RT @___TheFuckery: ""@187XO_: ' You messin with broke niggahs you gon be broke niggah &#1043323;&#1043323;&#1043323;&#1043323;&#10071;&#65039;"" nigga preeeeeeeach ! !",rt thefuckery you messin with broke niggahs you gon be broke niggah 1043323 1043323 1043323 1043323 10071 65039 nigga preeeeeeeach
18805,1,RT @____Chelleeee: Been Trynna catch up Witchu pussy &#128299;,rt chelleeee been trynna catch up witchu pussy 128299
18806,1,"RT @____LilRambo: &#8220;@Dollvsh_: I don't be fucking with NOBODY , cause most of these bitches got fake in they blood . &#9994;&#8221;and niggas",rt lilrambo 8220 i don t be fucking with nobody cause most of these bitches got fake in they blood 9994 8221 and niggas
18807,1,RT @____Quinn: When you thinking about killing a bitch http://t.co/bT7hf28U0d,rt quinn when you thinking about killing a bitch
18808,1,RT @_____AL: &#8220;@KY_YNF: &#8220;@TroyPanamera: Brandon Jennings easily got the coldest bitch ever&#8221; damn near lol&#8221;not damn near that's fact.,rt al 8220 ynf 8220 brandon jennings easily got the coldest bitch ever 8221 damn near lol 8221 not damn near that s fact
18809,1,RT @_____AL: Exactly. Don't be gettin no additional pussy for them soft ass tweets. Jus be you dude lol,rt al exactly don t be gettin no additional pussy for them soft ass tweets jus be you dude lol
18810,1,RT @_____AL: Woww. Now niggas can't hit u bitches line and ask what u doin nomo.,rt al woww now niggas can t hit u bitches line and ask what u doin nomo
18811,1,RT @_____redd: killing these bitches go body for body &#128530;&#128524;&#127911;,rt redd killing these bitches go body for body 128530 128524 127911
18812,1,RT @___bria: I hate a bitch that acts like she can't be single. Get your I need a man ass on,rt bria i hate a bitch that acts like she can t be single get your i need a man ass on
18813,1,RT @___iv: &#8220;@CamoQuay: Bro even with uno webo I still get more pussy than you &#128586;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,rt iv 8220 bro even with uno webo i still get more pussy than you 128586 8221 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514
18814,1,RT @__ashlaaay: Why does everybody drive like retards when it rains lol,rt ashlaaay why does everybody drive like retards when it rains lol
18815,0,RT @__bettyboo: You better pray I don't send your nudes out bitch,rt bettyboo you better pray i don t send your nudes out bitch
18816,1,RT @__brookenicole: How many bitches have actually gone to the club in a mini skirt &amp; j's on? #questionoftheday,rt brookenicole how many bitches have actually gone to the club in a mini skirt amp j s on questionoftheday
18817,1,"RT @__chuuu_: I want this ""bad bitch"" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now&#8230;",rt chuuu i want this bad bitch epidemic to be over so fast bruh fees can t write a sentence with proper subject verb agreement now 8230
18818,1,"RT @__iamjazz: ""@shaaaaayy_: i wish i was born in a different generation , cause yall just make my pussy bones hurt . sicken ass children .&#8230;",rt iamjazz i wish i was born in a different generation cause yall just make my pussy bones hurt sicken ass children 8230
18819,1,RT @__iamjazz: where is D hoes ? &#128514;,rt iamjazz where is d hoes 128514
18820,2,RT @__matt29: Larry bird 38 &#128514;,rt matt29 larry bird 38 128514
18821,1,RT @__nijel: Niggas be out here loving ALL they hoes...that's a no no.,rt nijel niggas be out here loving all they hoes that s a no no
18822,1,"RT @__prvncesssss: ""@lilnas_: Niggas bitches getting exposed&#128514;&#128514;&#128514;&#128553;""&#128555;&#128555;&#128555;&#128555;&#128555;",rt prvncesssss niggas bitches getting exposed 128514 128514 128514 128553 128555 128555 128555 128555 128555
18823,1,RT @__queenshaun: &#8220;@JuicelessEss_: If you ask me every bitch gay.&#8221; true dat true dat,rt queenshaun 8220 if you ask me every bitch gay 8221 true dat true dat
18824,1,RT @__sabrinaaaaa: the same hoes is still at it,rt sabrinaaaaa the same hoes is still at it
18825,1,RT @__thaRealist: @Dono_44 yea that hoe was rocking Friday and last night,rt tharealist 44 yea that hoe was rocking friday and last night
18826,1,RT @__thaRealist: @VoiceOfDStreetz &#128514;&#128514; 2 many lil bitty bitches,rt tharealist 128514 128514 2 many lil bitty bitches
18827,1,RT @__thaRealist: @pskinny31 &#128514;&#128514;&#128514; chill bitch,rt tharealist 128514 128514 128514 chill bitch
18828,1,RT @__thaRealist: Dudes a hoe had me laughin on my only pics&#128514;&#128514;&#128514;,rt tharealist dudes a hoe had me laughin on my only pics 128514 128514 128514
18829,1,RT @__thaRealist: Sum hoes be smoking to look cute bitch u better inhale that shit wasting weed,rt tharealist sum hoes be smoking to look cute bitch u better inhale that shit wasting weed
18830,1,RT @_adrizzzle: Happy birthday to my chocolate brotha @1NOnlyDirtyMike &#127880;&#127881; love u hoe http://t.co/iQIxXX1ZNv,rt adrizzzle happy birthday to my chocolate brotha 127880 127881 love u hoe
18831,1,"RT @_aleahmonique: &#128079;""@WhitDAWGem_: Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin""",rt aleahmonique 128079 real bitches who really hungry won t be out here arguing with bitches on twitter straight flexin
18832,1,"RT @_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol",rt aleksssa aleksssa tbh but a niggah can t have a normal convo with someone lmao hoes will be hoes brian lol
18833,1,RT @_allaboutAshley: When will you guys leave that childish pussy alone? Get that sophisticated pussy.,rt allaboutashley when will you guys leave that childish pussy alone get that sophisticated pussy
18834,1,RT @_amaaari: bitches be fake af &#128514;&#128581;,rt amaaari bitches be fake af 128514 128581
18835,1,RT @_ashwhole: &#8220;@TerryLee__: &#8220;@______0__o_____: RT &#8220;@iHitModelsRaw: *hits blunt* https://t.co/WiqgnDXgNM &#8221;&#8221; this hoe thought she was so dee&#8230;,rt ashwhole 8220 8220 0 o rt 8220 hits blunt 8221 8221 this hoe thought she was so dee 8230
18836,0,RT @_asslxrd_: my inner nigger is coming out,rt asslxrd my inner nigger is coming out
18837,1,RT @_ayeeexo: Fxck outta here hoe &#9996;,rt ayeeexo fxck outta here hoe 9996
18838,1,"RT @_ayejayydoe: ""@UglyAssAyeKay: Dumb bitch"" im singing to you bitch",rt ayejayydoe dumb bitch im singing to you bitch
